GSTIN,Invoice No,Inv Date,Product,Unit,HSN Code,Company,Batch No,Exp. Date,MRP,Qty,Purc Rate,Sale Rate,Vat %,GST Category
,RDD/34710,25/03/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,733.84,980.00,0.00,18% GST
,00028348,27/03/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,28/07/2022,980.00,2,752.66,980.00,0.00,18% GST
,00748081,30/03/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,8,752.66,980.00,0.00,18% GST
27AAFFM7699Q1Z3,00751155,05/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/203,05/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,621.89,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00753972,06/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00754580,07/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/1183,09/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,4,621.89,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/6658,09/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00756461,09/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,2,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/7635,11/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00757986,11/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00758273,12/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,664.41,980.00,18.00,18% GST
27AEAFS7935Q1Z7,S/1480,13/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,664.41,980.00,18.00,18% GST
27AEAFS7935Q1Z7,S/1493,13/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/8253,15/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,2,664.41,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/2093,15/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,4,621.89,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/2093,15/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,4,621.89,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/11512,16/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,3,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00762546,19/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,6,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00762751,19/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,10,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/13713,19/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/13766,21/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,3,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00764272,21/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/17088,24/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,1,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00767063,26/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,6,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00767712,26/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00767712,26/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,1,664.41,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/3958,29/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,1,621.89,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/3958,29/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,621.89,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/3958,29/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,5,621.89,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/19192,29/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,2,664.41,980.00,18.00,18% GST
27ABXFS4637F1ZK,S/16658,29/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,3,664.41,980.00,18.00,18% GST
27ABXFS4637F1ZK,S/17357,29/04/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,3,664.41,980.00,18.00,18% GST
27AEAFS7935Q1Z7,S/3760,04/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,4,664.41,980.00,18.00,18% GST
27AEAFS7935Q1Z7,S/3760,04/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/22053,05/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00772921,05/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,28/08/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00774146,08/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,28/08/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/23908,08/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,1,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/23908,08/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,2,664.41,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/5413,09/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,5,621.89,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/24574,11/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/25223,11/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/26406,12/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/27092,15/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,2,664.41,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/6254,15/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,1,621.89,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/6254,15/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,3,621.89,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/6253,15/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,4,621.89,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/28141,15/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00778916,18/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,28/08/2022,980.00,12,664.41,980.00,18.00,18% GST
27AAFC0512M1ZV,SIR/53290,18/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,1,664.41,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/6743,18/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,2,621.89,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00779373,18/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,28/08/2022,980.00,5,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/29802,21/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,17,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/30361,21/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,2,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/30474,21/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,3,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/30984,21/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,1,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/30984,21/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,2,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/31680,25/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/31587,25/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,4,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00782412,27/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,1,664.41,980.00,18.00,18% GST
27AAHCS2250A1ZT,S/32948,27/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,6,664.41,980.00,18.00,18% GST
27AEAFS7935Q1Z7,S/6037,27/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,4,664.41,980.00,18.00,18% GST
27AEAFS7935Q1Z7,S/6037,27/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0013,31/07/2022,980.00,2,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00783529,27/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,1,664.41,980.00,18.00,18% GST
27AAHCR3491G1Z5,RDD/8332,27/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,5,621.89,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00784459,31/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,2,664.41,980.00,18.00,18% GST
27AAFFM7699Q1Z3,00785151,31/05/2021,Bristaa Intense Craem,20 Gm,3004,SUN,SGY0020,31/08/2022,980.00,5,664.41,980.00,18.00,18% GST
,00625551,24/08/2020,CAAT 40,10 TAB,3004,ABBOT,MDF 0006.,28/12/2021,211.36,1,162.36,211.36,0.00,12% GST
,,/  /,CABERLIN 0.25,4 TAB,3004,SUN,BSX0758A,30/04/2022,188.00,1,150.40,188.00,0.00,12% GST
27AAACE7630H1ZQ,EPL/4787,12/04/2021,CABERLIN 0.25,4 TAB,3004,SUN,GKB0133B,30/11/2022,188.00,1,134.29,188.00,12.00,12% GST
,EPL/63150,12/02/2021,CABGOLIN 0.25,4 TAB,3004,SUN,BSX1640,30/09/2022,188.00,2,147.42,188.00,0.00,12% GST
27AAHCR3491G1Z5,RDD/3863,28/04/2021,CAL-O-NAL,10T,3004,3M IN,T/23659,31/01/2023,93.50,5,62.51,93.50,12.00,12% GST
,00625578,24/08/2020,CALADRYL LOTION,100 ML,3004,JOH,CAZA039,28/05/2023,77.60,1,64.22,77.60,0.00,12% GST
,00653643,12/10/2020,CALADRYL LOTION,60 ML,3004,JOH,CAMA036,28/05/2023,51.35,2,42.49,51.35,0.00,12% GST
,00653643,12/10/2020,CALADRYL LOTION,100 ML,3004,JOH,CAMA054,28/06/2023,77.60,1,64.21,77.60,0.00,12% GST
,00625551,24/08/2020,CALAPTIN 40,10 TAB,3004,ABBOT,CSY0003,28/10/2022,24.86,2,19.10,24.86,0.00,12% GST
,S/88335,06/01/2021,CALAPTIN SR 120,10 TAB,3004,ABBOT,CSA0015,31/08/2022,63.52,3,49.33,63.52,0.00,12% GST
,00625572,24/08/2020,CALAPURE A LOTION,50 ML,2106,LIFES,BJA4T018,28/04/2022,99.00,1,76.03,99.00,0.00,18% GST
,00625572,24/08/2020,CALAPURE A LOTION,100 ML,2106,LIFES,BJA5T008,28/04/2022,155.00,1,119.04,155.00,0.00,18% GST
,S/72690,04/01/2021,CALCIGEN D3,4 CAP,3004,LUPIN,PSG20291,28/02/2022,125.00,1,17.92,125.00,0.00,12% GST
,00637246,14/09/2020,CALCIMAX 500,30 TAB,3004,MEYER,258U980,28/10/2021,327.00,1,251.14,327.00,0.00,12% GST
,S/133138,25/03/2021,CALCIMAX 500,30 TAB,3004,MEYER,258SJ2018,30/09/2022,359.00,4,232.16,359.00,0.00,12% GST
,SIR/155318,17/10/2020,CALCIMAX D 1000,30 TAB,2106,MEYER,741U920,31/10/2021,327.00,4,243.00,327.00,0.00,18% GST
,00737022,10/03/2021,CALCIMAX D 1000,30 TAB,2106,MEYER,741U2003,28/09/2022,359.00,5,261.45,359.00,0.00,18% GST
27AADCN5894P1ZJ,IDB2171993,31/05/2021,CALCIMAX FORTE,30 TAB,3004,MEYER,596U2063,01/07/4022,246.00,2,175.71,246.00,12.00,12% GST
,RDD/17228,24/11/2020,CALCIMAX K2,10 TAB,3004,MEYER,527PE2013,31/12/2021,330.75,1,247.62,330.75,0.00,12% GST
,00180018,13/02/2021,CALCIMAX K2,10 TAB,3004,MEYER,458PE2005,28/10/2021,270.50,3,190.88,270.50,0.00,12% GST
,00184513,12/03/2021,CALCIMAX P SYRUP,200 ML,3004,MEYER,377E2109,28/06/2022,142.00,3,100.18,142.00,0.00,12% GST
,00637247,14/09/2020,CALCIMAX SUSPENSION,200 ML,3004,MEYER,098SN2040,28/07/2022,142.00,1,90.81,142.00,0.00,12% GST
,EPL/62088,09/02/2021,CALCIMAX TOTAL TAB,15 TAB,3004,MEYER,791U2009,31/01/2022,285.00,4,201.13,285.00,0.00,12% GST
,00154418,21/08/2020,CALCINEW VITAMIN D-3 TAB.,1X30,3004,AKUME,CCN1925,28/09/2021,248.60,1,194.89,248.60,0.00,12% GST
27AAACE7630H1ZQ,EPL/9897,24/04/2021,CALCIROL GRANULES,SACHET,3004,CADIL,JKAZ21004,31/12/2022,51.50,20,36.79,51.50,12.00,12% GST
27AAACE7630H1ZQ,EPL/10150,24/04/2021,CALCIROL GRANULES,SACHET,3004,CADIL,JKAZ21004,31/12/2022,51.50,10,36.79,51.50,12.00,12% GST
27AWDPP4884G1Z4,R005888,01/05/2021,CALCITAS D3 TAB,4 TAB,2106,INTAS,DID2013,28/08/2022,125.60,10,21.45,125.60,0.00,0% GST
,R/9461,19/08/2020,CALCIUM LACTATE,TAB,3004,S&B,CL014,/  /,40.00,1,21.50,40.00,0.00,12% GST
27AAHCS2250A1ZT,S/6658,09/04/2021,CALDIKIND,10 CAP,3004,MANKI,B2ABT045,31/03/2022,83.38,6,59.56,83.38,12.00,12% GST
27AAFFM7699Q1Z3,00769652,01/05/2021,CALDIKIND,10 CAP,3004,MANKI,B2ABT050,28/05/2022,83.38,6,59.56,83.38,12.00,12% GST
,00154480,21/08/2020,CALINEPT,15 TAB,3004,INTAS,NY3048,28/11/2021,115.00,1,90.17,115.00,0.00,12% GST
,00154480,21/08/2020,CALINTA,10 TAB,3004,INTAS,K2000843,28/11/2021,84.00,1,65.87,84.00,0.00,12% GST
,00154480,21/08/2020,CALINTA MAX,10 CAP,3004,INTAS,0170320D,28/02/2022,265.00,1,207.80,265.00,0.00,12% GST
,00154477,21/08/2020,CALORA LOTION,100 ML,3004,MMR,HCL-533,28/01/2022,179.00,1,140.35,179.00,0.00,12% GST
,00625564,24/08/2020,CALPOL,15 TAB,3004,GSK,:EX457,28/03/2023,14.96,2,11.49,14.96,0.00,12% GST
,S/17274,02/11/2020,CALPOL,15 TAB,3004,GSK,EX528,30/06/2023,14.96,5,10.69,14.96,0.00,12% GST
,S/29023,08/03/2021,CALPOL,15 TAB,3004,GSK,EX613,31/08/2023,14.96,3,10.69,14.96,0.00,12% GST
27AADCN5894P1ZJ,IDB2168217,31/05/2021,CALPOL,15 TAB,3004,GSK,EX804,01/01/4024,14.96,4,10.69,14.96,12.00,12% GST
,00625564,24/08/2020,CALPOL 120 MG SUSPENSION,60 ML,3004,GSK,KB405,28/02/2022,34.71,2,26.67,34.71,0.00,12% GST
,IDB20293979,27/01/2021,CALPOL 120 MG SUSPENSION,60 ML,3004,GSK,NA126,01/06/4022,35.36,5,26.33,35.36,0.00,12% GST
,00625564,24/08/2020,CALPOL 250 MG SUSPENSION,60 ML,3004,GSK,NA125,28/02/2022,39.65,1,30.44,39.65,0.00,12% GST
,00625564,24/08/2020,CALPOL 650,15 TAB,3004,GSK,EB698,31/05/2023,30.74,1,23.61,30.74,0.00,12% GST
,S/29023,08/03/2021,CALPOL 650,15 TAB,3004,GSK,EC249,30/09/2023,30.74,3,20.50,30.74,0.00,12% GST
,00638912,16/09/2020,CALPOL ORAL DROPS,15 ML,3004,GSK,KB517,31/05/2022,27.04,1,20.77,27.04,0.00,12% GST
,EPL/6270,24/08/2020,CALSHINE D,15 TAB,3004,ERIS,GCAD20001,31/07/2022,101.45,1,79.55,101.45,0.00,12% GST
27AAACE7630H1ZQ,EPL/6289,15/04/2021,CALSHINE P DROPS,30 ML,3004,ERIS,CHD20029,30/04/2022,146.41,1,104.58,146.41,12.00,12% GST
,00979261,07/11/2020,CALTIM   -Z  SOFTGEL  CAP,10 CAP,3004,OPT,DBIS-3862,28/02/2022,115.00,4,67.63,115.00,0.00,12% GST
,00179022,08/02/2021,CALYUMM P SUSPENSION,200 ML,3004,FDC,310B001,31/07/2021,108.90,2,85.39,108.90,0.00,12% GST
,00625567,24/08/2020,CANDIBIOTIC EAR DROP,5 ML,3004,GLE,N19CP073,01/08/2021,77.50,1,59.52,77.50,0.00,12% GST
,EPL/55567,19/01/2021,CANDIBIOTIC EAR DROP,5 ML,3004,GLE,N19CP073,31/08/2021,77.50,1,60.76,77.50,0.00,12% GST
,00625567,24/08/2020,CANDID B CREAM,10 GM,3004,GLE,11192063,01/10/2021,93.00,1,71.43,93.00,0.00,12% GST
,IDB20190834,28/10/2020,CANDID B CREAM,10 GM,3004,GLE,11200086,01/12/4021,93.00,3,66.31,93.00,0.00,12% GST
,EPL/61993,08/02/2021,CANDID B CREAM,20 GM,3004,GLE,11192455,30/11/2021,128.00,1,89.21,128.00,0.00,12% GST
,EPL/75739,23/03/2021,CANDID B CREAM,20 GM,3004,GLE,11200194,31/12/2021,128.00,4,89.21,128.00,0.00,12% GST
,00625567,24/08/2020,CANDID B LOTION,30 ML,3004,GLE,11191884,28/08/2021,192.00,1,147.45,192.00,0.00,12% GST
,00625567,24/08/2020,CANDID CREAM,30 GM,3004,GLE,11192457,28/11/2023,95.76,1,73.54,95.76,0.00,12% GST
,00625567,24/08/2020,CANDID CREAM 50GM,50GM,3004,GLE,72190126,01/02/2023,152.88,1,117.41,152.88,0.00,12% GST
,00625567,24/08/2020,CANDID EAR DROPS,10 ML,3004,GLE,11200746,28/04/2023,80.00,1,61.43,80.00,0.00,12% GST
,00625567,24/08/2020,CANDID GOLD POWDER,100 GM,3004,GLE,10192345,28/09/2021,170.00,1,130.55,170.00,0.00,12% GST
,00625567,24/08/2020,CANDID MOUTHPAINT,20 ML,3004,GLE,11191895,01/09/2022,140.00,1,107.52,140.00,0.00,12% GST
,IDB20288549,22/01/2021,CANDID POWDER,100 GM,3004,GLE,62200326,01/08/4024,125.00,6,85.75,125.00,0.00,12% GST
,EPL/75739,23/03/2021,CANDID POWDER,50 GM,3004,GLE,34200621,31/05/2024,80.00,5,57.08,80.00,0.00,12% GST
,S/28434,23/03/2021,CANDID POWDER,100 GM,3004,GLE,71200025,31/10/2024,125.00,6,80.85,125.00,0.00,12% GST
,00746698,27/03/2021,CANDID POWDER,100 GM,3004,GLE,62200394,28/10/2024,125.00,6,80.01,125.00,0.00,12% GST
27AALFP4342D1ZB,S/542,05/04/2021,CANDID POWDER,100 GM,3004,GLE,712000025,31/10/2024,125.00,6,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00764838,21/04/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,6,89.29,125.00,12.00,12% GST
27AAACE7630H1ZQ,EPL/9114,22/04/2021,CANDID POWDER,100 GM,3004,GLE,72200549,30/11/2024,125.00,6,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00765531,22/04/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,6,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00768428,28/04/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,6,89.29,125.00,12.00,12% GST
27AEAFS7935Q1Z7,S/3746,04/05/2021,CANDID POWDER,100 GM,3004,GLE,71200025,31/10/2024,125.00,2,89.30,125.00,12.00,12% GST
27AEAFS7935Q1Z7,S/3746,04/05/2021,CANDID POWDER,100 GM,3004,GLE,34210030,31/12/2024,125.00,4,89.30,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00772313,04/05/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,12,89.29,125.00,12.00,12% GST
27AAHCS2250A1ZT,S/22676,07/05/2021,CANDID POWDER,100 GM,3004,GLE,72210007,31/12/2024,125.00,6,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00774152,08/05/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,6,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00774855,11/05/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,60,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00778493,18/05/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,18,89.29,125.00,12.00,12% GST
27AAACE7630H1ZQ,EPL/17464,18/05/2021,CANDID POWDER,100 GM,3004,GLE,72200549,30/11/2024,125.00,12,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00780600,21/05/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,12,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00781880,25/05/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,12,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00782412,27/05/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,12,89.29,125.00,12.00,12% GST
27AAFFM7699Q1Z3,00782990,27/05/2021,CANDID POWDER,100 GM,3004,GLE,62200396,01/10/2024,125.00,12,89.29,125.00,12.00,12% GST
,00637246,14/09/2020,CANDID TOTAL CREAM,20 GM,3004,GLE,34200225,01/07/2021,96.50,5,59.29,96.50,0.00,12% GST
,00625567,24/08/2020,CANDID TV LOTION,75 ML,3004,GLE,34200522,01/05/2022,270.00,1,207.36,270.00,0.00,12% GST
,00667448,06/11/2020,CANDID V3,TAB,3004,GLE,50200098,28/08/2024,71.00,2,54.54,71.00,0.00,12% GST
,00625567,24/08/2020,CANDIDERMA CREAM,10 GM,3004,GLE,11192429,28/11/2021,94.00,1,72.19,94.00,0.00,12% GST
,00729976,26/02/2021,CANDIDOX CREAM.,30GM,3004,GLE,52200114,28/03/2022,199.00,1,152.82,199.00,0.00,12% GST
27AAACE7630H1ZQ,EPL/8801,21/04/2021,CANDITRAL 100,10 CAP,3004,GLE,05200974,30/11/2022,215.00,2,153.57,215.00,12.00,12% GST
,00625567,24/08/2020,CANDITRAL 200,10 CAP,3004,GLE,AIRAF1020,28/12/2021,365.00,1,280.32,365.00,0.00,12% GST
,EPL/73691,17/03/2021,CANDITRAL SB,10 TAB,3004,GLE,62200426,30/11/2022,205.00,1,160.67,205.00,0.00,12% GST
,00625567,24/08/2020,CANDITZ 100,10 CAP,3004,GLE,CZ905,28/09/2021,115.00,1,88.31,115.00,0.00,12% GST
,00667797,07/11/2020,CANDITZ 200,10 CAP,3004,GLE,CWA 12,01/07/2022,220.00,5,135.18,220.00,0.00,12% GST
,00625559,24/08/2020,CANESTEN CREAM 30GM,30GM,3004,BAY,:T19010,28/06/2022,95.40,1,73.26,95.40,0.00,12% GST
,00626867,26/08/2020,CANESTEN CREAM 30GM,30GM,3004,BAY,:T19010,28/06/2022,95.40,3,73.25,95.40,0.00,12% GST
,EPL/62286,09/02/2021,CANESTEN CREAM 30GM,30GM,3004,BAY,T20002,31/01/2023,95.40,3,74.74,95.40,0.00,12% GST
,00625559,24/08/2020,CANESTEN POWDER,100 GM,3004,BAY,KB20011,28/02/2023,133.00,1,102.14,133.00,0.00,12% GST
,00626867,26/08/2020,CANESTEN POWDER,100 GM,3004,BAY,KB20011,28/02/2023,133.00,1,102.13,133.00,0.00,12% GST
,RDD/19605,10/12/2020,CANESTEN S CREAM,10 GM,3004,BAY,GD19103,30/09/2022,98.00,2,73.36,98.00,0.00,12% GST
,EPL/65415,19/02/2021,CANESTEN S CREAM,10 GM,3004,BAY,GD20102,31/10/2023,107.00,1,83.94,107.00,0.00,12% GST
,00741778,19/03/2021,CANESTEN S CREAM,10 GM,3004,BAY,:T20101,28/04/2023,107.00,1,82.15,107.00,0.00,12% GST
,00741778,19/03/2021,CANESTEN S CREAM,10 GM,3004,BAY,GD20102,28/10/2023,107.00,2,82.16,107.00,0.00,12% GST
27AAFFM7699Q1Z3,00783429,27/05/2021,CANESTEN S CREAM,10 GM,3004,BAY,GD20104,28/10/2023,107.00,3,76.43,107.00,12.00,12% GST
27AAJFN8418J1ZT,S/21736,29/04/2021,CANSOFT CL VAGINAL,TAB,3004,SUN,ARY0001,31/12/2022,114.00,2,81.43,114.00,12.00,12% GST
,S/27035,09/03/2021,CARDACE 1.25,10 TAB,3004,AVE,0NG010,30/09/2023,80.04,2,62.08,80.04,0.00,12% GST
,GTEHHY/210161931,28/03/2021,CARDACE 2.5,10 TAB,3004,AVE,0NG036,01/09/2023,83.33,3,58.90,83.33,0.00,12% GST
27AAHCG7843H1ZA,GTEHHY/220005301,07/04/2021,CARDACE 5,15 TAB,3004,AVE,ONG029,01/09/2023,131.21,2,88.10,131.21,12.00,12% GST
